campaign_id,company_size,industry,marketing_channel,ad_spend,duration,target_audience,region,device,operating_system,browser,engagement_metric,conversion_rate,success,budget_allocation,audience_reach,device_conversion_rate,os_conversion_rate,browser_conversion_rate
1842,Nov-50,retail,search engine,33561,30,35-54,Europe,mobile,Windows,Firefox,161985,0.747714266,1,1118.7,202481.25,0.8,0.7,0.8
1843,Nov-50,finance,content marketing,25790,44,rural,North America,tablet,iOS,Safari,409455,0.591906325,1,586.1363636,584935.7143,0.7,0.9,0.7
1844,51-100,technology,influencer,10490,73,35-54,Africa,tablet,Android,Firefox,338146,0.690845878,1,143.6986301,422682.5,0.7,0.8,0.8
1845,100+,finance,email,48223,22,rural,Europe,tablet,iOS,Safari,388325,0.252926062,1,2191.954545,554750,0.7,0.9,0.7
1846,Nov-50,e-commerce,content marketing,16704,21,suburban,North America,desktop,iOS,Safari,396077,0.488395449,1,795.4285714,440085.5556,0.9,0.9,0.7
1847,10-Jan,finance,social media,37627,31,suburban,South America,mobile,iOS,Chrome,93374,0.536060962,1,1213.774194,103748.8889,0.8,0.9,0.9
1848,10-Jan,finance,search engine,22593,78,18-34,Asia-Pacific,mobile,iOS,Firefox,402907,0.063721412,1,289.6538462,402907,0.8,0.9,0.8
1849,100+,services,influencer,42746,10,suburban,Africa,desktop,Windows,Chrome,49272,0.866220282,1,4274.6,54746.66667,0.9,0.7,0.9
1850,51-100,finance,email,40992,38,18-34,Africa,tablet,iOS,Chrome,412826,0.456687978,1,1078.736842,412826,0.7,0.9,0.9
1851,Nov-50,services,search engine,42624,51,urban,Asia-Pacific,mobile,iOS,Firefox,312307,0.898901731,1,835.7647059,260255.8333,0.8,0.9,0.8
1852,100+,finance,email,29177,62,urban,Asia-Pacific,tablet,Android,Firefox,353416,0.389960043,1,470.5967742,294513.3333,0.7,0.8,0.8
1853,100+,finance,influencer,27623,41,urban,South America,mobile,Android,Chrome,430096,0.408867119,1,673.7317073,358413.3333,0.8,0.8,0.9
1854,100+,finance,content marketing,30935,59,suburban,Asia-Pacific,desktop,iOS,Chrome,357561,0.244216143,0,524.3220339,397290,0.9,0.9,0.9
1855,100+,retail,social media,5148,36,suburban,Africa,desktop,iOS,Firefox,468362,0.644322732,1,143,520402.2222,0.9,0.9,0.8
1856,Nov-50,e-commerce,influencer,20263,55,55+,South America,tablet,Windows,Safari,8972,0.548497428,0,368.4181818,14953.33333,0.7,0.7,0.7
1857,51-100,retail,search engine,29449,87,35-54,Asia-Pacific,desktop,Android,Safari,6521,0.912968967,1,338.4942529,8151.25,0.9,0.8,0.7
1858,Nov-50,manufacturing,content marketing,29083,89,rural,South America,mobile,Windows,Chrome,324244,0.429237005,1,326.7752809,463205.7143,0.8,0.7,0.9
1859,100+,finance,email,36602,58,urban,South America,desktop,iOS,Safari,45108,0.648074864,1,631.0689655,37590,0.9,0.9,0.7
1860,51-100,finance,content marketing,47314,87,suburban,North America,tablet,Windows,Chrome,303860,0.707563286,1,543.8390805,337622.2222,0.7,0.7,0.9
1861,51-100,finance,content marketing,18538,8,35-54,Asia-Pacific,desktop,Windows,Firefox,152061,0.31985573,1,2317.25,190076.25,0.9,0.7,0.8
1862,51-100,e-commerce,search engine,31981,65,urban,North America,mobile,Android,Chrome,330952,0.8808261,1,492.0153846,275793.3333,0.8,0.8,0.9
1863,10-Jan,finance,social media,7363,43,urban,Africa,desktop,Android,Safari,199561,0.380851209,1,171.2325581,166300.8333,0.9,0.8,0.7
1864,Nov-50,finance,content marketing,32508,35,rural,South America,mobile,Android,Safari,394761,0.637359301,1,928.8,563944.2857,0.8,0.8,0.7
1865,100+,finance,content marketing,8107,36,35-54,Africa,tablet,Android,Safari,53132,0.615840476,1,225.1944444,66415,0.7,0.8,0.7
1866,100+,e-commerce,social media,10628,28,35-54,South America,mobile,iOS,Firefox,324320,0.421407877,1,379.5714286,405400,0.8,0.9,0.8
1867,10-Jan,e-commerce,social media,6451,81,suburban,Asia-Pacific,desktop,Android,Firefox,50381,0.183340389,0,79.64197531,55978.88889,0.9,0.8,0.8
1868,10-Jan,e-commerce,email,46409,25,35-54,Europe,desktop,iOS,Firefox,222036,0.592497794,1,1856.36,277545,0.9,0.9,0.8
1869,10-Jan,technology,email,20180,73,35-54,Asia-Pacific,tablet,Android,Safari,51110,0.375534507,1,276.4383562,63887.5,0.7,0.8,0.7
1870,51-100,technology,social media,17377,24,suburban,South America,desktop,iOS,Firefox,153303,0.379091754,1,724.0416667,170336.6667,0.9,0.9,0.8
1871,100+,finance,influencer,48548,71,urban,Europe,tablet,Windows,Firefox,116396,0.492921628,1,683.7746479,96996.66667,0.7,0.7,0.8
1872,Nov-50,manufacturing,social media,25319,11,rural,Europe,tablet,Android,Firefox,241060,0.67724085,1,2301.727273,344371.4286,0.7,0.8,0.8
1873,Nov-50,services,email,35685,82,35-54,Asia-Pacific,mobile,Android,Chrome,116214,0.729619324,1,435.1829268,145267.5,0.8,0.8,0.9
1874,100+,technology,search engine,28214,17,rural,Africa,desktop,Windows,Safari,335985,0.427072331,0,1659.647059,479978.5714,0.9,0.7,0.7
1875,51-100,finance,search engine,36113,64,55+,Asia-Pacific,mobile,Android,Safari,315979,0.119880527,1,564.265625,526631.6667,0.8,0.8,0.7
1876,Nov-50,finance,content marketing,22673,24,18-34,South America,tablet,iOS,Safari,37077,0.791714447,1,944.7083333,37077,0.7,0.9,0.7
1877,Nov-50,finance,search engine,36877,78,rural,Africa,tablet,Windows,Firefox,190303,0.66941377,1,472.7820513,271861.4286,0.7,0.7,0.8
1878,Nov-50,manufacturing,email,40865,62,35-54,South America,tablet,Android,Firefox,273737,0.800692717,1,659.1129032,342171.25,0.7,0.8,0.8
1879,Nov-50,technology,search engine,23531,28,rural,Africa,mobile,Android,Firefox,324773,0.31588812,1,840.3928571,463961.4286,0.8,0.8,0.8
1880,Nov-50,finance,influencer,14657,62,35-54,North America,mobile,iOS,Chrome,202282,0.909119638,1,236.4032258,252852.5,0.8,0.9,0.9
1881,51-100,manufacturing,social media,9520,72,18-34,Africa,tablet,Android,Chrome,143113,0.262730811,1,132.2222222,143113,0.7,0.8,0.9
1882,100+,services,social media,41484,29,55+,North America,desktop,iOS,Chrome,43662,0.289763695,1,1430.482759,72770,0.9,0.9,0.9
1883,51-100,services,email,34577,22,rural,South America,desktop,Android,Firefox,187738,0.536376106,1,1571.681818,268197.1429,0.9,0.8,0.8
1884,51-100,e-commerce,content marketing,35558,50,urban,Asia-Pacific,desktop,Windows,Firefox,447452,0.997342379,1,711.16,372876.6667,0.9,0.7,0.8
1885,10-Jan,healthcare,social media,46610,78,55+,South America,tablet,iOS,Safari,181089,0.20215264,1,597.5641026,301815,0.7,0.9,0.7
1886,Nov-50,e-commerce,search engine,34669,74,18-34,Asia-Pacific,tablet,iOS,Chrome,122175,0.838504035,1,468.5,122175,0.7,0.9,0.9
1887,10-Jan,services,influencer,32838,20,rural,North America,desktop,Android,Firefox,445884,0.002352436,1,1641.9,636977.1429,0.9,0.8,0.8
1888,Nov-50,services,content marketing,6210,15,35-54,Asia-Pacific,mobile,iOS,Chrome,94944,0.237521603,1,414,118680,0.8,0.9,0.9
1889,51-100,retail,content marketing,39955,81,urban,South America,desktop,iOS,Chrome,364153,0.346141714,1,493.2716049,303460.8333,0.9,0.9,0.9
1890,100+,manufacturing,content marketing,13058,22,55+,South America,mobile,Windows,Firefox,260270,0.648607603,1,593.5454545,433783.3333,0.8,0.7,0.8
1891,10-Jan,technology,social media,48304,19,55+,South America,desktop,iOS,Chrome,112291,0.113758419,1,2542.315789,187151.6667,0.9,0.9,0.9
1892,Nov-50,e-commerce,content marketing,37699,42,urban,Africa,tablet,Windows,Chrome,68189,0.128700417,1,897.5952381,56824.16667,0.7,0.7,0.9
1893,100+,e-commerce,email,16463,50,55+,South America,desktop,iOS,Firefox,1680,0.146357183,1,329.26,2800,0.9,0.9,0.8
1894,Nov-50,manufacturing,search engine,7843,87,18-34,Africa,mobile,Windows,Firefox,332361,0.662554177,0,90.14942529,332361,0.8,0.7,0.8
1895,Nov-50,services,influencer,19335,20,urban,Europe,mobile,Windows,Chrome,110965,0.114641814,1,966.75,92470.83333,0.8,0.7,0.9
1896,51-100,services,search engine,24834,23,18-34,North America,desktop,Windows,Safari,281186,0.398225165,1,1079.73913,281186,0.9,0.7,0.7
1897,51-100,e-commerce,email,32727,71,urban,Europe,tablet,Windows,Safari,58450,0.156676537,1,460.943662,48708.33333,0.7,0.7,0.7
1898,10-Jan,finance,email,11644,60,18-34,Europe,tablet,Windows,Safari,496808,0.382070646,1,194.0666667,496808,0.7,0.7,0.7
1899,Nov-50,technology,search engine,47596,8,35-54,Africa,mobile,Android,Firefox,16494,0.714043853,1,5949.5,20617.5,0.8,0.8,0.8
1900,51-100,e-commerce,social media,35239,23,35-54,Africa,tablet,iOS,Safari,138750,0.277723524,1,1532.130435,173437.5,0.7,0.9,0.7
1901,Nov-50,e-commerce,email,25244,29,55+,North America,desktop,Android,Firefox,442328,0.617646233,0,870.4827586,737213.3333,0.9,0.8,0.8
1902,10-Jan,finance,content marketing,22528,7,urban,North America,mobile,iOS,Chrome,496510,0.24850481,1,3218.285714,413758.3333,0.8,0.9,0.9
1903,51-100,technology,influencer,45428,18,rural,North America,mobile,iOS,Firefox,299551,0.737573711,1,2523.777778,427930,0.8,0.9,0.8
1904,10-Jan,manufacturing,influencer,5017,19,urban,South America,desktop,Windows,Safari,199175,0.777065451,1,264.0526316,165979.1667,0.9,0.7,0.7
1905,51-100,healthcare,email,10999,84,18-34,South America,desktop,iOS,Safari,4124,0.310393739,1,130.9404762,4124,0.9,0.9,0.7
1906,Nov-50,finance,content marketing,23040,80,rural,North America,desktop,Android,Safari,424816,0.023789691,1,288,606880,0.9,0.8,0.7
1907,100+,finance,search engine,17397,18,55+,Africa,tablet,iOS,Safari,14034,0.129085493,0,966.5,23390,0.7,0.9,0.7
1908,Nov-50,manufacturing,influencer,39055,63,55+,Europe,tablet,iOS,Safari,5631,0.49095554,1,619.9206349,9385,0.7,0.9,0.7
1909,Nov-50,manufacturing,content marketing,21651,24,rural,North America,tablet,Android,Chrome,370282,0.382055007,1,902.125,528974.2857,0.7,0.8,0.9
1910,10-Jan,e-commerce,content marketing,38202,89,urban,North America,desktop,Android,Chrome,4291,0.345559992,1,429.2359551,3575.833333,0.9,0.8,0.9
1911,Nov-50,finance,social media,40265,21,35-54,Europe,tablet,Android,Chrome,55337,0.579303044,0,1917.380952,69171.25,0.7,0.8,0.9
1912,100+,technology,email,44208,45,urban,Asia-Pacific,tablet,Windows,Chrome,15862,0.161500899,1,982.4,13218.33333,0.7,0.7,0.9
1913,100+,services,content marketing,43805,84,rural,North America,desktop,Windows,Firefox,268914,0.456681323,1,521.4880952,384162.8571,0.9,0.7,0.8
1914,Nov-50,finance,search engine,45574,79,urban,North America,desktop,iOS,Safari,432570,0.203383887,1,576.8860759,360475,0.9,0.9,0.7
1915,Nov-50,finance,influencer,39381,75,suburban,South America,desktop,iOS,Safari,118161,0.981059828,1,525.08,131290,0.9,0.9,0.7
1916,51-100,finance,social media,46678,39,18-34,Europe,mobile,Windows,Chrome,134355,0.048624406,1,1196.871795,134355,0.8,0.7,0.9
1917,100+,finance,search engine,49938,54,18-34,North America,desktop,Android,Chrome,260503,0.015782214,0,924.7777778,260503,0.9,0.8,0.9
1918,Nov-50,finance,influencer,28548,11,suburban,North America,desktop,Android,Chrome,120895,0.564180965,1,2595.272727,134327.7778,0.9,0.8,0.9
1919,Nov-50,services,email,49632,14,55+,Asia-Pacific,tablet,Android,Firefox,86651,0.062629298,1,3545.142857,144418.3333,0.7,0.8,0.8
1920,Nov-50,finance,search engine,27847,25,rural,Europe,mobile,Windows,Firefox,311449,0.810990608,0,1113.88,444927.1429,0.8,0.7,0.8
1921,51-100,finance,influencer,30316,58,18-34,North America,tablet,Android,Chrome,101144,0.819596025,1,522.6896552,101144,0.7,0.8,0.9
1922,10-Jan,services,social media,10695,18,55+,Asia-Pacific,mobile,iOS,Safari,173723,0.43225891,1,594.1666667,289538.3333,0.8,0.9,0.7
1923,51-100,e-commerce,influencer,18637,78,35-54,North America,desktop,Windows,Firefox,140621,0.838371786,1,238.9358974,175776.25,0.9,0.7,0.8
1924,Nov-50,finance,content marketing,18878,14,55+,Africa,mobile,Android,Chrome,298843,0.740509263,1,1348.428571,498071.6667,0.8,0.8,0.9
1925,51-100,services,social media,42280,61,18-34,Asia-Pacific,desktop,iOS,Chrome,385321,0.135415219,1,693.1147541,385321,0.9,0.9,0.9
1926,10-Jan,finance,search engine,45728,40,rural,Africa,mobile,iOS,Chrome,79378,0.859601365,1,1143.2,113397.1429,0.8,0.9,0.9
1927,Nov-50,e-commerce,email,9886,88,rural,North America,tablet,Android,Safari,143719,0.874278737,0,112.3409091,205312.8571,0.7,0.8,0.7
1928,Nov-50,e-commerce,social media,8771,71,55+,Asia-Pacific,mobile,Windows,Firefox,153861,0.322712961,1,123.5352113,256435,0.8,0.7,0.8
1929,51-100,manufacturing,social media,35647,81,35-54,Europe,mobile,Windows,Safari,299286,0.774993081,1,440.0864198,374107.5,0.8,0.7,0.7
1930,10-Jan,services,social media,43672,53,suburban,South America,desktop,Android,Firefox,338250,0.89736143,1,824,375833.3333,0.9,0.8,0.8
1931,Nov-50,technology,influencer,20094,41,18-34,North America,tablet,Windows,Safari,337790,0.745643753,1,490.097561,337790,0.7,0.7,0.7
1932,Nov-50,retail,content marketing,24896,38,rural,Asia-Pacific,tablet,iOS,Firefox,449614,0.094012362,1,655.1578947,642305.7143,0.7,0.9,0.8
1933,Nov-50,e-commerce,email,30674,57,35-54,Africa,desktop,Android,Safari,84818,0.094643427,1,538.1403509,106022.5,0.9,0.8,0.7
1934,51-100,services,email,49765,86,urban,Asia-Pacific,desktop,Windows,Chrome,458521,0.982391372,1,578.6627907,382100.8333,0.9,0.7,0.9
1935,51-100,manufacturing,content marketing,32559,12,suburban,Europe,tablet,Windows,Safari,47091,0.541352133,1,2713.25,52323.33333,0.7,0.7,0.7
1936,100+,services,influencer,29487,15,suburban,Asia-Pacific,mobile,Windows,Chrome,409283,0.644446452,1,1965.8,454758.8889,0.8,0.7,0.9
1937,Nov-50,finance,influencer,16575,46,18-34,Africa,tablet,Android,Safari,168604,0.91225924,1,360.326087,168604,0.7,0.8,0.7
1938,100+,manufacturing,content marketing,23228,54,35-54,North America,tablet,Android,Chrome,234024,0.007437011,0,430.1481481,292530,0.7,0.8,0.9
1939,Nov-50,e-commerce,content marketing,8924,78,rural,Africa,tablet,iOS,Chrome,438430,0.426691619,1,114.4102564,626328.5714,0.7,0.9,0.9
1940,10-Jan,manufacturing,search engine,34097,32,rural,Africa,desktop,Android,Safari,11660,0.566399475,0,1065.53125,16657.14286,0.9,0.8,0.7
1941,10-Jan,e-commerce,influencer,35509,88,urban,Africa,desktop,Android,Safari,230660,0.002142276,1,403.5113636,192216.6667,0.9,0.8,0.7
1942,Nov-50,e-commerce,social media,26265,43,rural,South America,mobile,Windows,Safari,189200,0.624414461,1,610.8139535,270285.7143,0.8,0.7,0.7
1943,51-100,services,email,21918,58,35-54,North America,mobile,Windows,Safari,91078,0.850937697,1,377.8965517,113847.5,0.8,0.7,0.7
1944,51-100,finance,influencer,45345,18,rural,South America,tablet,Android,Safari,422056,0.054907798,1,2519.166667,602937.1429,0.7,0.8,0.7
1945,51-100,finance,content marketing,10730,44,55+,Asia-Pacific,desktop,Windows,Chrome,85498,0.804225559,1,243.8636364,142496.6667,0.9,0.7,0.9
1946,Nov-50,finance,social media,13476,74,rural,North America,tablet,Windows,Chrome,156945,0.977529711,0,182.1081081,224207.1429,0.7,0.7,0.9
1947,Nov-50,services,search engine,45755,22,18-34,North America,desktop,Android,Firefox,440776,0.920287655,1,2079.772727,440776,0.9,0.8,0.8
1948,10-Jan,services,search engine,15861,67,55+,Asia-Pacific,tablet,Android,Firefox,298978,0.537013647,1,236.7313433,498296.6667,0.7,0.8,0.8
1949,Nov-50,retail,social media,30705,30,rural,Asia-Pacific,mobile,Windows,Firefox,140951,0.860461944,1,1023.5,201358.5714,0.8,0.7,0.8
1950,Nov-50,healthcare,social media,46463,84,rural,Africa,tablet,iOS,Safari,441649,0.770636629,1,553.1309524,630927.1429,0.7,0.9,0.7
1951,10-Jan,finance,content marketing,9141,23,rural,North America,desktop,iOS,Safari,484312,0.817665674,1,397.4347826,691874.2857,0.9,0.9,0.7
1952,Nov-50,e-commerce,content marketing,45704,10,55+,Europe,desktop,Android,Safari,3204,0.398050447,1,4570.4,5340,0.9,0.8,0.7
1953,Nov-50,e-commerce,email,34839,56,rural,Africa,tablet,iOS,Safari,311374,0.475620844,0,622.125,444820,0.7,0.9,0.7
1954,51-100,technology,email,27245,9,suburban,North America,mobile,Windows,Chrome,250408,0.239123254,1,3027.222222,278231.1111,0.8,0.7,0.9
1955,100+,finance,search engine,23767,14,rural,Asia-Pacific,tablet,Windows,Chrome,191516,0.051569555,1,1697.642857,273594.2857,0.7,0.7,0.9
1956,100+,finance,social media,23831,18,suburban,Asia-Pacific,tablet,Android,Chrome,306438,0.597230439,1,1323.944444,340486.6667,0.7,0.8,0.9
1957,51-100,technology,search engine,42572,41,55+,Europe,desktop,iOS,Firefox,157517,0.309576181,1,1038.341463,262528.3333,0.9,0.9,0.8
1958,Nov-50,finance,content marketing,24653,72,rural,North America,desktop,Windows,Firefox,186393,0.502707677,1,342.4027778,266275.7143,0.9,0.7,0.8
1959,51-100,retail,influencer,13568,59,35-54,South America,mobile,Windows,Chrome,405836,0.962692077,1,229.9661017,507295,0.8,0.7,0.9
1960,51-100,finance,content marketing,47145,39,18-34,Africa,tablet,iOS,Chrome,205010,0.063148329,1,1208.846154,205010,0.7,0.9,0.9
1961,10-Jan,finance,influencer,32855,24,rural,North America,mobile,Windows,Chrome,141897,0.87348658,1,1368.958333,202710,0.8,0.7,0.9
1962,Nov-50,finance,social media,44830,64,18-34,South America,tablet,Windows,Chrome,114589,0.086763036,1,700.46875,114589,0.7,0.7,0.9
1963,100+,services,social media,19379,84,35-54,Asia-Pacific,mobile,iOS,Chrome,33593,0.653577128,1,230.702381,41991.25,0.8,0.9,0.9
1964,Nov-50,services,social media,7847,51,55+,Asia-Pacific,tablet,iOS,Firefox,252073,0.343260558,0,153.8627451,420121.6667,0.7,0.9,0.8
1965,Nov-50,retail,email,29042,21,18-34,South America,mobile,Android,Safari,238170,0.100147446,1,1382.952381,238170,0.8,0.8,0.7
1966,Nov-50,manufacturing,email,28830,21,rural,South America,tablet,iOS,Safari,129753,0.756939131,1,1372.857143,185361.4286,0.7,0.9,0.7
1967,10-Jan,finance,influencer,29467,51,suburban,Europe,desktop,Android,Chrome,478283,0.69858318,1,577.7843137,531425.5556,0.9,0.8,0.9
1968,Nov-50,e-commerce,search engine,38500,74,urban,North America,tablet,iOS,Safari,392389,0.640257712,1,520.2702703,326990.8333,0.7,0.9,0.7
1969,Nov-50,services,search engine,45081,75,suburban,Asia-Pacific,tablet,Android,Chrome,193691,0.96488217,1,601.08,215212.2222,0.7,0.8,0.9
1970,10-Jan,finance,influencer,28620,73,35-54,Africa,desktop,Windows,Chrome,118631,0.023677532,1,392.0547945,148288.75,0.9,0.7,0.9
1971,10-Jan,e-commerce,email,39926,82,urban,Asia-Pacific,tablet,Android,Safari,485797,0.434662893,1,486.902439,404830.8333,0.7,0.8,0.7
1972,100+,services,content marketing,29195,68,18-34,North America,mobile,Android,Safari,6124,0.562662973,1,429.3382353,6124,0.8,0.8,0.7
1973,Nov-50,manufacturing,influencer,49254,50,rural,South America,tablet,Windows,Safari,353729,0.357701303,1,985.08,505327.1429,0.7,0.7,0.7
1974,Nov-50,technology,search engine,33222,26,18-34,Europe,mobile,iOS,Chrome,428104,0.669497278,1,1277.769231,428104,0.8,0.9,0.9
1975,Nov-50,services,influencer,9619,45,urban,Asia-Pacific,desktop,iOS,Firefox,49121,0.899202842,1,213.7555556,40934.16667,0.9,0.9,0.8
1976,100+,finance,influencer,15503,45,18-34,Europe,mobile,Android,Chrome,426742,0.696983388,1,344.5111111,426742,0.8,0.8,0.9
1977,Nov-50,manufacturing,social media,37287,7,urban,South America,desktop,iOS,Safari,456354,0.569374913,1,5326.714286,380295,0.9,0.9,0.7
1978,Nov-50,finance,email,25428,73,55+,North America,mobile,Android,Chrome,343839,0.737840595,1,348.3287671,573065,0.8,0.8,0.9
1979,100+,manufacturing,social media,6210,53,35-54,Asia-Pacific,desktop,Windows,Firefox,73238,0.109630884,1,117.1698113,91547.5,0.9,0.7,0.8
1980,100+,services,email,16606,79,rural,North America,tablet,iOS,Firefox,308652,0.629994472,1,210.2025316,440931.4286,0.7,0.9,0.8
1981,10-Jan,e-commerce,influencer,40938,60,suburban,Africa,mobile,iOS,Chrome,232680,0.407243768,1,682.3,258533.3333,0.8,0.9,0.9
1982,100+,e-commerce,email,28857,26,urban,North America,desktop,iOS,Chrome,186867,0.318795379,1,1109.884615,155722.5,0.9,0.9,0.9
1983,Nov-50,retail,search engine,23132,15,urban,South America,tablet,Windows,Firefox,222781,0.507108497,1,1542.133333,185650.8333,0.7,0.7,0.8
1984,Nov-50,e-commerce,social media,20558,34,55+,South America,tablet,Android,Safari,251493,0.804732896,1,604.6470588,419155,0.7,0.8,0.7
1985,10-Jan,manufacturing,influencer,5918,70,rural,Africa,desktop,Android,Safari,207793,0.412570228,1,84.54285714,296847.1429,0.9,0.8,0.7
1986,10-Jan,retail,search engine,30695,41,rural,North America,desktop,Windows,Chrome,85250,0.702449287,1,748.6585366,121785.7143,0.9,0.7,0.9
1987,51-100,services,email,13897,46,suburban,South America,mobile,Android,Safari,424377,0.588894957,1,302.1086957,471530,0.8,0.8,0.7
1988,Nov-50,services,email,27438,8,55+,South America,desktop,Android,Safari,25092,0.916155476,0,3429.75,41820,0.9,0.8,0.7
1989,Nov-50,finance,search engine,26313,9,55+,South America,tablet,Windows,Chrome,175755,0.444842064,1,2923.666667,292925,0.7,0.7,0.9
1990,51-100,finance,email,49390,20,35-54,South America,desktop,iOS,Safari,101460,0.819919997,1,2469.5,126825,0.9,0.9,0.7
1991,51-100,e-commerce,social media,7861,87,18-34,Europe,mobile,Android,Firefox,478434,0.841976712,1,90.35632184,478434,0.8,0.8,0.8
1992,10-Jan,services,content marketing,39575,74,rural,Asia-Pacific,mobile,Windows,Chrome,105246,0.464175537,1,534.7972973,150351.4286,0.8,0.7,0.9
1993,51-100,finance,email,30975,53,rural,Europe,mobile,Android,Firefox,284482,0.488589215,1,584.4339623,406402.8571,0.8,0.8,0.8
1994,10-Jan,e-commerce,influencer,7649,60,suburban,South America,mobile,iOS,Safari,153526,0.333414191,1,127.4833333,170584.4444,0.8,0.9,0.7
1995,51-100,finance,email,9423,64,55+,North America,mobile,iOS,Firefox,279017,0.495552714,1,147.234375,465028.3333,0.8,0.9,0.8
1996,51-100,e-commerce,influencer,47580,68,18-34,Europe,mobile,iOS,Firefox,23057,0.24925385,1,699.7058824,23057,0.8,0.9,0.8
1997,100+,finance,email,40210,57,18-34,Africa,desktop,iOS,Firefox,461707,0.858266734,1,705.4385965,461707,0.9,0.9,0.8
1998,10-Jan,services,email,12639,84,18-34,Asia-Pacific,mobile,iOS,Firefox,154466,0.24991324,1,150.4642857,154466,0.8,0.9,0.8
1999,10-Jan,finance,influencer,7595,54,rural,North America,desktop,iOS,Firefox,85262,0.257623264,1,140.6481481,121802.8571,0.9,0.9,0.8
2000,Nov-50,services,social media,26521,33,18-34,Europe,desktop,iOS,Chrome,156625,0.895658605,1,803.6666667,156625,0.9,0.9,0.9
2001,Nov-50,technology,content marketing,9075,83,35-54,Asia-Pacific,tablet,iOS,Chrome,68653,0.532160259,1,109.3373494,85816.25,0.7,0.9,0.9
2002,Nov-50,e-commerce,content marketing,37241,61,35-54,Europe,desktop,Android,Firefox,274004,0.105137849,1,610.5081967,342505,0.9,0.8,0.8
2003,100+,services,social media,14641,55,55+,Africa,desktop,Windows,Firefox,451183,0.345724905,1,266.2,751971.6667,0.9,0.7,0.8
2004,Nov-50,finance,email,25326,30,18-34,South America,desktop,Windows,Safari,341437,0.705386443,1,844.2,341437,0.9,0.7,0.7
2005,Nov-50,retail,content marketing,39539,16,55+,Africa,mobile,Android,Chrome,2919,0.405804292,1,2471.1875,4865,0.8,0.8,0.9
2006,51-100,finance,social media,41460,13,urban,South America,desktop,Windows,Chrome,132310,0.423176251,1,3189.230769,110258.3333,0.9,0.7,0.9
2007,Nov-50,manufacturing,social media,30094,23,rural,Asia-Pacific,tablet,Windows,Safari,289694,0.498688139,1,1308.434783,413848.5714,0.7,0.7,0.7
2008,51-100,finance,content marketing,23735,28,35-54,Europe,desktop,iOS,Safari,417940,0.222505381,1,847.6785714,522425,0.9,0.9,0.7
2009,10-Jan,manufacturing,influencer,47095,65,35-54,Europe,mobile,Android,Chrome,214888,0.424054652,1,724.5384615,268610,0.8,0.8,0.9
2010,Nov-50,finance,search engine,24156,50,rural,Africa,desktop,iOS,Safari,426464,0.215342062,1,483.12,609234.2857,0.9,0.9,0.7
2011,10-Jan,finance,influencer,38679,17,suburban,North America,mobile,iOS,Chrome,244673,0.350745151,1,2275.235294,271858.8889,0.8,0.9,0.9
2012,10-Jan,services,email,14007,48,urban,Asia-Pacific,mobile,iOS,Firefox,225787,0.532369926,1,291.8125,188155.8333,0.8,0.9,0.8
2013,100+,finance,influencer,47922,29,35-54,South America,mobile,Android,Chrome,184266,0.693723624,1,1652.482759,230332.5,0.8,0.8,0.9
2014,10-Jan,finance,search engine,18377,66,18-34,Asia-Pacific,desktop,Android,Safari,182278,0.633924877,1,278.4393939,182278,0.9,0.8,0.7
2015,Nov-50,services,search engine,6800,68,rural,Africa,desktop,Android,Chrome,334056,0.57552468,1,100,477222.8571,0.9,0.8,0.9
2016,Nov-50,technology,social media,22192,60,18-34,Europe,desktop,iOS,Firefox,171880,0.595533874,1,369.8666667,171880,0.9,0.9,0.8
2017,Nov-50,e-commerce,email,42901,88,rural,South America,tablet,Android,Firefox,271659,0.510928551,1,487.5113636,388084.2857,0.7,0.8,0.8
2018,100+,finance,social media,46529,19,18-34,South America,tablet,iOS,Chrome,464217,0.614613795,1,2448.894737,464217,0.7,0.9,0.9
2019,10-Jan,services,influencer,5969,74,rural,South America,mobile,Windows,Firefox,236102,0.375518765,1,80.66216216,337288.5714,0.8,0.7,0.8
2020,51-100,e-commerce,influencer,41847,33,55+,South America,tablet,iOS,Firefox,233114,0.899447711,1,1268.090909,388523.3333,0.7,0.9,0.8
2021,100+,manufacturing,content marketing,20601,46,35-54,Asia-Pacific,desktop,Windows,Chrome,330020,0.590560358,1,447.8478261,412525,0.9,0.7,0.9
2022,Nov-50,retail,social media,41087,80,55+,Asia-Pacific,desktop,Windows,Firefox,391973,0.936591425,1,513.5875,653288.3333,0.9,0.7,0.8
2023,100+,finance,social media,42473,81,35-54,Africa,desktop,Android,Chrome,176746,0.404582052,1,524.3580247,220932.5,0.9,0.8,0.9
2024,10-Jan,finance,social media,44379,89,suburban,Europe,tablet,iOS,Firefox,450674,0.394514724,1,498.6404494,500748.8889,0.7,0.9,0.8
2025,Nov-50,manufacturing,social media,35655,16,55+,Europe,mobile,Android,Safari,115377,0.965019872,1,2228.4375,192295,0.8,0.8,0.7
2026,Nov-50,e-commerce,search engine,20259,21,35-54,Asia-Pacific,tablet,Android,Chrome,393264,0.72905595,1,964.7142857,491580,0.7,0.8,0.9
2027,51-100,healthcare,content marketing,5387,51,suburban,Africa,mobile,Windows,Safari,367631,0.518739631,1,105.627451,408478.8889,0.8,0.7,0.7
2028,100+,retail,email,45835,59,35-54,North America,desktop,Windows,Safari,479488,0.718506261,1,776.8644068,599360,0.9,0.7,0.7
